"alpha","gamma","A","B","b","tau","signum_TF"
1.07029014901152e-05,4.2546826493142e-05,0.00353999864126076,0.00420047309293607,0,467.420991350883,1
3.78787878787879e-06,6.5615308390918e-05,0.744355848753535,0.791980517777783,0.00745559296168644,832.055473516044,1
1.06455693475774e-05,6.45198101885415e-05,1.27372512780512,1.12259293807554,0,647.148400356167,1
5.03109429051733e-06,3.44024314657553e-05,0.00098636205326221,0.000320432612791841,0,569.332911763927,1
7.71723840126347e-06,4.84147280274985e-05,0.0518501988319877,0.0486995902352522,0,626.433811671062,1
3.98596697373354e-06,7.55034230455053e-05,9.45182198939704,9.45182198939704,0.0808552105700106,1084.25491419695,1
5.20913109634176e-05,5.96353933467677e-06,2.88715550491594,82.0213943992834,10.5679921176748,-528,1
0.00152080328978285,0.000336472490297703,0.0297679428040669,4.00867829508609,0,-104.207725892145,1
0.075757554383076,0.065990706331261,0.000305927983663508,0.00466777614125369,0,1117.17318916521,1
0.000129840769709046,0.0085480761903273,5.88365433608188,33.7234947346888,9.6239397090763,570.446953649633,1
7.42604137287834e-06,9.52552328725343e-05,2.7844055642224,3.59100047191496,0,769.141149070001,1
4.78574128826059e-06,6.6303788778487e-05,0.00304355016289485,0.00295958983482809,0,707.247144740068,1
6.06719182178609e-06,5.13692094900792e-05,2.22871128771023e-05,2.68676312062376e-05,0,564.941957170794,1
3.78787878787879e-06,6.82031314928658e-05,2.23750546365071,2.24626300218343,0.0124777279333191,919.281566656329,1
7.79623771976402e-06,3.78787878787879e-06,0.00229127240887336,0.0156318840835546,0,105.500358777576,1
3.46520373710785e-05,7.84216544002834e-05,9.91869557508204e-07,2.00766088934762e-06,0,305.08662554896,1
9.83202889789195e-06,5.41013839378728e-05,0.01823350245727,0.0260446144673438,0,457.942339202823,1
1.47367871196958e-05,7.03835020334728e-05,0.267777463302903,0.514894781989227,0,417.502655247634,1
7.37216377018038e-06,3.71069391687446e-05,0.000573591481603308,0.000339549380307962,0,380.734121337796,1
1.0358869377212e-05,3.43099666144561e-05,0.000132376192272392,0.000248885566870504,0,165.743557025541,1
3.78787878787879e-06,6.57015051223294e-05,2.2061721228817,2.34211398437282,0.0216474937166089,836.902626061275,1
1.06723313042849e-05,6.46371100034692e-05,3.69651702263369,3.30255385830944,0,651.798251043867,1
5.3450483244019e-06,4.05611308559309e-05,0.00895556460069788,0.00430641285397372,0,607.514396695403,1
7.43487482651079e-06,4.17193698262677e-05,0.00200820326626247,0.00293211729846822,0,526.35563596281,1
4.00018360190518e-06,7.57161827140068e-05,27.9266603126491,27.9266603126491,0.236421156615715,1089.58908727211,1
0.0757575757575768,0.00366092980872743,0.0140745611407246,0.00997124896484036,9.84788910258413e-05,620.542571172018,1
0.0757575757575768,0.00781292011225963,0.0141517501030567,0.011736633781276,0,715.166291108873,1
0.00491233872843412,0.000181318981803226,0.00208551187477532,0.0060100077327698,5.7129048593948e-05,354.397261601738,1
0.000223339628583214,9.36146301246273e-05,0.00213210409960744,0.0128505998109766,0,141.730446950898,1
0.000104060127948147,7.30266664177311e-05,0.0244215598067048,0.0921730824041028,0.00132686344018148,108.688882770662,1
0.000161348728198798,3.07304101165582e-05,0.051513586782343,0.0305802587728791,0,280.645477554871,1
2.99931266105985e-05,7.02411684648962e-05,17.9296222518034,27.9060125166231,0.207023345586359,511.792653315193,1
0.000149157885142589,6.3702371167632e-05,2.72407202524069,21.1866501450708,0.164495149799393,-70.2598689662438,1
2.89781962208372e-05,3.19699065436522e-05,0.413668577111776,0.00271345649069588,0.000128966016705308,-528,1
1.77221022472274e-05,3.34996486457027e-05,0.24866023722567,0.52553806199668,0,-81.337018237841,1
2.91019923231477e-05,5.35201441135849e-05,0.0124111751698218,0.000342754232639419,2.13468858475924e-06,-382.492649926509,1
2.90435059342735e-05,4.79006289670229e-05,0.0144795534459423,0.000221662329953483,3.08422971450302e-06,-443.132133855998,1
4.79032875280863e-05,8.62007008909486e-05,0.0700280755790677,0.141622457576967,0,267.699803497461,1
2.91333259290883e-05,6.69255938627194e-05,0.00999894604987204,0.000262828641254261,0,-402.413709234882,1
1.6673757302594e-05,3.94801200820191e-05,0.199743264389051,0.159055279665918,0,344.010586570365,1
1.67090102875759e-05,3.97810287554485e-05,0.199697226810932,0.16015714448893,0,344.647409180722,1
0.00213675474618406,0.00260093651288097,68.6506108182446,142.754967214544,74.9293713762692,153.185101481576,-1
0.0402960714354157,0.0252718251251647,40.2563769226922,77.2782358718216,40,-7.52485390749362,-1
0.000125292957106673,0.000250733360114847,0.529629530961851,1.08230697173926,0,635.727022984772,1
0.0005156256123959,2.17644495899081e-05,13.6458486219613,10.0603951801287,22.4631092333483,-379.290499753471,-1
0.00788083385390656,0.0191490848783007,108.805432466514,165.150055760739,109.929299131803,216.040527390201,-1
1.25518528384788e-05,0.000105974231061403,0.0208776349717933,0.0324326849704464,6.88108221885929e-06,470.104447338736,1
4.51658584095993e-06,4.58044407255764e-05,0.0165750550103991,0.014602966615225,0,554.146623277462,1
0.000294024538967533,0.000596508859550663,180.003364207501,247.302413179131,182.96283629865,-231.995252468661,-1
0.000130628699476632,0.000242973559609956,0.392228833384129,0.797489185856021,0,649.420370866642,1
1.33230944744518e-05,4.23062588905337e-05,0.505646170165596,0.555862825002292,0,644.457512466266,1
2.23445319374253e-05,4.8951964224971e-05,36.0741686109484,122.826928566654,50.3261019290139,365.241586991266,-1
0.00563927255538353,7.78321798369236e-05,36.3843367743511,3.03446592946611,39.4413125142093,158.373616580838,-1
1.86941865233559e-05,4.68874201945742e-05,0.850185627200933,1.44827808441643,0,401.667862097211,1
0.000502794347494114,2.74785993024094e-05,15.0353806000377,6.89202502777881,22.5,-425.271440420312,-1
0.00462497278390784,3.36065217418382e-05,109.081753558826,0,110,247.547031011375,-1
3.40002472673023e-05,6.30901432761162e-05,0.606082030275429,0.517882559778028,0,147.932943293334,1
7.12358905039294e-05,0.000113207057082831,2.65455839069179,5.3812629170931,0,361.983392836692,1
0.0063221283397071,0.00377974502175911,190.228835613559,55.1582993835155,190,-9.0632033329457,-1
2.1993108418581e-05,4.56091201171433e-05,2.28069041677359,3.29422722089165,0,318.815994338467,1
2.09697222822798e-05,4.81268485893333e-05,1.80031234076348,2.76703245794413,0,290.107990531877,1
2.35427476114011e-05,5.36834905408926e-05,1.65794647830208,2.84146744303717,0,511.349098629883,1
0.00883914303068757,0.000145209072589069,13.6203789613246,72.4774409105818,0.0133491391547178,268.444650166301,1
4.35523030286895e-06,6.33204035517929e-05,0.671986310435911,0.647920697997775,0,606.148565865787,1
2.03322053244439e-05,0.000111262227067358,0.0511653444693191,0.100346848747351,9.33418603646058e-05,336.218797043244,1
1.0814155451442e-05,7.47539322257562e-05,0.192748983024288,0.184043865337041,0,685.271480477075,1
5.42259428994382e-06,4.19983512270143e-05,0.310745176129309,0.347482182834223,0,233.742121123217,1
4.44406920990996e-06,4.45482334536998e-05,2.61899738037476,2.04557432663794,0,554.656201000344,1
0.0394633636680617,0.000123862136888905,0,81.9258542344769,0,43.2642566571282,1
1.61207933702846e-05,4.80788548517831e-05,0.101124114526918,0.11897903046918,0,626.134511843937,1
0.000171292438568523,6.20471283861562e-05,0.0583957811818454,0.7870881144586,0.0169565596005931,-243.221682029222,1
4.62438415440617e-06,7.50456493618822e-05,0.0036783233269578,0.00440971902869514,0,582.321463394509,1
1.94322986358048e-05,0.000109163384117042,0.000218406901638779,0.000430408398697832,8.54541237920751e-07,289.61798716045,1
1.18710743516318e-05,6.2688843303452e-05,0.000225237067038643,0.000220379288227086,0,579.09496706588,1
6.6317770091264e-06,5.30019856353072e-05,0.00204625220531501,0.00199032471296134,0,206.958464767485,1
5.75464329764569e-06,4.84452653159953e-05,0.0164357009020543,0.0136769853490906,0,551.140711386198,1
0.0505869503605038,0.000116978704531482,3.6380894011109e-05,0.0747608817340312,1.75776766529938e-06,14.8818710160389,1
1.73771623244304e-05,4.92441570109925e-05,0.00101990812656693,0.00123931376991417,0,610.745942530546,1
6.63991112488853e-05,5.20925123697706e-06,0,26.8148891904252,3.83861441722103,-528,1
0.0757390079039081,0.000512549097612123,0.00334449383730149,0.378311758169117,1.39883629630525e-08,-6.48998835171985,1
3.87009091842455e-05,3.78787878787879e-06,0.00208354205841793,0.0136966141294488,0,300.437222525746,1
0.0757575757575768,3.78787878787879e-06,0.385234092602912,1.39599978499201,3.57649924789754,1344.97734174808,1
7.40756871677298e-06,9.70017167235235e-05,0.450022272785189,0.649298634134585,0.00014712594680752,774.210993708727,1
4.64342585705801e-06,6.76595279167004e-05,0.00015802717032697,0.000156395544044553,0,685.271046899951,1
7.70005972245915e-06,7.13013969583477e-05,0.000368497544865031,0.000440675884898658,0,714.901233759471,1
3.78787878787879e-06,6.5720864565294e-05,0.324695435231403,0.331005962857232,0.00142377579384916,862.138499223948,1
7.83173605859175e-06,3.78787878787879e-06,0.000837859894197282,0.00583501628003376,0,95.7141638126565,1
1.12312709650475e-05,3.96023393417436e-06,1.83616944094236e-05,5.05750082926561e-05,0,414.301142719851,1
1.22222748624054e-05,5.01777719696702e-05,0.00613054947218951,0.00748419185406374,0,442.232903511685,1
1.17809411439668e-05,6.65994844446754e-05,0.109966106247796,0.203611543059559,0,401.705978000065,1
6.07170424235315e-06,4.31562597114966e-05,7.70473368138788e-05,5.72005897206405e-05,0,375.967507589406,1
1.05278147565321e-05,4.91404147287282e-05,0.00601868013772363,0.007151952976463,0,510.197652250758,1
3.78787878787879e-06,6.48854315204441e-05,0.751995319656969,0.801814456941067,0.00713830994503931,822.900115379869,1
9.33901090885876e-06,6.82040837150262e-05,0.839000505788819,0.84355923098473,0,669.128932442796,1
4.61518900703929e-06,4.84922149515047e-05,0.000662758609298832,0.000420526769364523,0,617.755796618846,1
7.87378341929805e-06,5.77736601350547e-05,0.0477335081156041,0.0478351611817997,0,665.540001415984,1
3.98302323879582e-06,7.51459950568778e-05,5.24037280736453,5.24037280736453,0.0429143577307672,1079.15939200013,1
5.31112680577745e-05,5.89442347371139e-06,4.0255294317519,79.8986922535809,10.4812627703137,-528,1
0.00241091169931405,0.000448222974011254,0.0304456873519397,3.75124420099323,3.64959274420469e-06,9.50475420557328,1
0.0757575757525329,0.0682440317821744,0.000455235534996426,0.00505815061248449,0,1122.435155187,1
0.0757575757575768,3.78787878787879e-06,1.51667174981426,3.89916062727949,9.83966611857097,1339.06425627786,1
7.43752779529777e-06,9.62746644871491e-05,1.32349277280353,1.91597929519671,0.000531159305037565,779.554416294503,1
4.70707110928631e-06,7.06372546878579e-05,0.00145696069901834,0.00158006986281278,0,707.762224607145,1
7.02449689898136e-06,5.75738376016321e-05,1.44647645127016e-05,1.7383994482279e-05,0,588.015066453077,1
3.78787878787879e-06,6.5812510917059e-05,0.924088471013528,0.939897354672127,0.00397935749645079,867.722930108096,1
7.90102380409236e-06,3.78787878787879e-06,0.00220111412096426,0.0156038505388037,0,108.385075003303,1
3.85374007816612e-05,0.00010680249520801,1.46561641199898e-06,2.97911566699026e-06,0,368.998530249177,1
1.22685027893728e-05,5.03031024473865e-05,0.0150166927580266,0.0185376675364111,0,450.540763614599,1
1.1832971087368e-05,6.62731758855067e-05,0.319109072152852,0.591138765628794,0,408.428703081057,1
6.06573789899989e-06,4.1165726993334e-05,0.000722371995104732,0.000496654282015596,0,394.318107128537,1
9.07706259207689e-06,3.76609921927671e-05,0.000235163727214607,0.000418688386769098,0,235.739268350936,1
3.78787878787879e-06,6.4972270747942e-05,2.22887404193568,2.37123224591458,0.0207139165562915,827.785612400925,1
9.34640340731889e-06,6.82055091966875e-05,2.43592209461152,2.45504661178569,0,672.80106713464,1
5.02748486873347e-06,5.24787133983269e-05,0.00593665005859817,0.00512998047130504,0,661.930592346226,1
7.63006112693299e-06,4.7667358296952e-05,0.00183908170556204,0.00247576755723049,0,565.630025432353,1
3.99741455163601e-06,7.53224931612527e-05,15.4839715130193,15.4839715130193,0.125270519397647,1084.56301364321,1
0.0757575757575768,0.00253552070112845,0.0122241342400365,0.0114819345545928,9.0424745339978e-05,617.853889969659,1
0.0757575757575768,0.00510310479727078,0.0123052102850307,0.0126482401890934,0,709.559538513868,1
0.00319169726042859,0.000133364961156,0.00198882288294528,0.00624231966221397,6.61206371379682e-05,305.416495806526,1
0.000260690894787763,8.72196152282816e-05,0.00204745728720073,0.0114236095003954,0,147.574230299109,1
9.08268580507807e-05,6.09406731896007e-05,0.0231225471884065,0.0921690513172101,0.000815323896631044,71.2794436710358,1
0.000210763577267628,2.0043676054643e-05,0.0468919026190846,0.0281838306864982,0,304.591350077571,1
